clinic_name,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,something
Regina Maria - Campus Medical Brasov,"B-dul Iuliu Maniu Nr. 49Brasov, Brasov",B-dul Iuliu Maniu,Nr. 49,Brasov,Brasov,,Mihai
Regina Maria - Centru de recuperare si fizioterapie Constanta,,,,,,,Mihai
Regina Maria - Centrul de Medicina Muncii Cluj Napoca,,,,,,,Mihai
Regina Maria - Titu Maiorescu,Calea Vacaresti Nr. 189 sector 4 Bucuresti,Calea Vacaresti,Nr. 189,Sector 4,Bucuresti,,Mihai
Regina Maria Aviatiei,Calea Floreasca Nr. 169A corp B - Cladirea Oracle sector 1 Bucuresti,Calea Floreasca,Nr. 169A,Sector 1,Bucuresti,corp B - Cladirea Oracle,Mihai
Regina Maria Baneasa,Str. Ion Ionescu de la Brad Nr. 5B sector 1 Bucuresti,Str. Ion Ionescu de la Brad,Nr. 5B,Sector 1,Bucuresti,,Mihai
Regina Maria Cluj Napoca,"Str. Louis Pasteur Nr. 24/72Cluj, Cluj-Napoca",Str. Louis Pasteur,Nr. 24/72,Cluj-Napoca,Cluj,,Mihai
Regina Maria Constanta,"B-dul Mamaia Nr. 16A - 16BConstanta, Constanta",B-dul Mamaia,Nr. 16A,Constanta,Constanta,- 16B,Mihai
Regina Maria Cotroceni,Sos. Cotroceni Nr. 20 sector 6 Bucuresti,Sos. Cotroceni,Nr. 20,Sector 6,Bucuresti,,Mihai
Regina Maria Dorobanti,Calea Dorobanti Nr. 240 sector 1 Bucuresti,Calea Dorobanti,Nr. 240,Sector 1,Bucuresti,,Mihai
Regina Maria Enescu,Str. George Enescu Nr. 12 sector 1 Bucuresti,Str. George Enescu,Nr. 12,Sector 1,Bucuresti,,Mihai
Regina Maria Floreasca,Str. Axinte Uricariul (intrare si prin Str. Hatmanul Arbore)  sector 1 Bucuresti,Str. Axinte Uricariul (intrare si prin Str. Hatmanul Arbore),,Sector 1,Bucuresti,,Mihai
Regina Maria Lujerului,B-dul Iuliu Maniu Nr. 51 sector 6 Bucuresti,B-dul Iuliu Maniu,Nr. 51,Sector 6,Bucuresti,,Mihai
Regina Maria Opera,Str. Costache Negri Nr. 1-5 sector 5 Bucuresti,Str. Costache Negri,Nr. 1-5,Sector 5,Bucuresti,,Mihai
Regina Maria Pipera,Str. Dimitrie Pompeiu Nr. 9-9A cladirea 1 parter sector 2 Bucuresti,Str. Dimitrie Pompeiu,Nr. 9-9A,Sector 2,Bucuresti,cladirea 1 parter,Mihai
Regina Maria Pitesti,"Str. Maior Ghe. Sontu  bl. D2 parterArges, Pitesti",Str. Maior Ghe. Sontu,,Pitesti,Arges,bl. D2 parter,Mihai
Regina Maria Policlinica Dr. Grigoras,,,,,,,Mihai
Regina Maria POLICLINICA POZIMED,,,,,,,Mihai
Regina Maria Sema Parc,Splaiul Independentei Nr. 319 parter sector 6 Bucuresti,Splaiul Independentei,Nr. 319,Sector 6,Bucuresti,parter,Mihai
Regina Maria Spitalul Baneasa,Str. Dobrogeanu Gherea Nr. 85 sector 1 Bucuresti,Str. Dobrogeanu Gherea,Nr. 85,Sector 1,Bucuresti,,Mihai
Regina Maria Spitalul Euroclinic,Calea Floreasca Nr. 14A sector 1 Bucuresti,Calea Floreasca,Nr. 14A,Sector 1,Bucuresti,,Mihai
Regina Maria Sun Plaza,Calea Vacaresti Nr. 391 sector 4 - Mall Sun Plaza et. 2 Bucuresti,Calea Vacaresti,Nr. 391,Sector 4,Bucuresti,,Mihai
Remarc Dent,"Str. Aurel Vlaicu Nr. 4Alba, Alba Iulia",Str. Aurel Vlaicu,Nr. 4,Alba Iulia,Alba,,Mihai
Remedia DID,Str. Lt. Av. Grigore Stamatescu Nr.2 Bucuresti Sector 1 Bucuresti,Str. Lt. Av. Grigore Stamatescu,Nr. 2,Sector 1,Bucuresti,,Mihai
Rena Clinic,,,,,,,Mihai
Renamed Laborator Analize Medicale,"Calea Unirii Nr. 143Dolj, Craiova",Calea Unirii,Nr. 143,Craiova,Dolj,,Mihai
Respiro Dental,Str. Hristo Botev Nr. 7 Bucuresti,Str. Hristo Botev,Nr. 7,***,Bucuresti,,Mihai
Ria Clinic,"Bulevardul Eroii Sanitari, Nr. 21, Sector 5 Bucuresti",Bulevardul Eroii Sanitari,Nr. 21,Sector 5,Bucuresti,,Mihai
Ritmico - Buzau,,,,,,,Mihai
Ritmico - Constanta,,,,,,,Mihai
Ritmico - Focsani,,,,,,,Mihai
Ritmico - Giurgiu,,,,,,,Mihai
Ritmocardio,"Str. Viilor Nr. 46-50Cluj, Cluj-Napoca",Str. Viilor,Nr. 46-50,Cluj-Napoca,Cluj,,Mihai
RMN Diagnostica Brasov,"Strada Hermann Oberth Nr. 8Brasov, Brasov",Strada Hermann Oberth,Nr. 8,Brasov,Brasov,,Mihai
RMN Diagnostica Fagaras,"Str. Ghioceilor Nr.1Brasov, Fagaras",Str. Ghioceilor,Nr. 1,Fagaras,Brasov,,Mihai
RMN Diagnostica Sibiu,"Str. Somesului Nr. 19Sibiu, Sibiu",Str. Somesului,Nr. 19,Sibiu,Sibiu,,Mihai
RMN Explora Group,"B-dul 1 Decembrie 1918 Nr. 21 (in incinta Spitalului Judetean de UrgentaSuceava, Suceava",B-dul 1 Decembrie 1918,Nr. 21,Suceava,Suceava,(in incinta Spitalului Ju,Mihai
ROM MED 2000,intrarea Baba Novac Nr. 4 A sector 3 Bucuresti,intrarea Baba Novac,Nr. 4,Sector 3,Bucuresti,A,Mihai
Romar Clinic - Constanta,"Str Lahovari Nr. 128Constanta, Constanta",Str Lahovari,Nr. 128,Constanta,Constanta,,Mihai
Romar Diagnostic Center - Ploiesti,"Str. Neagoe Basarab Nr. 33Prahova, Ploiesti",Str. Neagoe Basarab,Nr. 33,Ploiesti,Prahova,,Mihai
Romar Medical - Buzau,"B-dul Unirii  Bloc E1-2 parterBuzau, Buzau",B-dul Unirii,,Buzau,Buzau,Bloc E1-2 parter,Mihai
Romar Medical - Iasi,"Str. Anastasie Panu, Nr. 13Iasi, Iasi",Str. Anastasie Panu,Nr. 13,Iasi,Iasi,,Mihai
Romar Medical - Nitu Vasile,"Bd. Alexandru Obregia, Nr. 2, sector 4 Bucuresti",Bd. Alexandru Obregia,Nr. 2,Sector 4,Bucuresti,,Mihai
Romar Medical - Panduri,Sos. Panduri Nr. 71 sector 5 Bucuresti,Sos. Panduri,Nr. 71,Sector 5,Bucuresti,,Mihai
Romar Medical - Polizu,Str. Gheorghe Polizu Nr. 35-52 sector 1 Bucuresti,Str. Gheorghe Polizu,Nr. 35-52,Sector 1,Bucuresti,,Mihai
Romar Medical Brigadierilor - Galati,"Str. Mavromol Nr. 2-4Galati, Galati",Str. Mavromol,Nr. 2-4,Galati,Galati,,Mihai
Romar Medical Galati,"Str. Gheorghe Doja Nr. 75Galati, Galati",Str. Gheorghe Doja,Nr. 75,Galati,Galati,,Mihai
Romclinic 13 Septembrie,Calea 13 Septembrie Nr. 137 bl. T1C parter tronson 1 sector 5 Bucuresti,Calea 13 Septembrie,Nr. 137,Sector 5,Bucuresti,bl. T1C parter tronson 1,Mihai
Rosana Medical - Cetatea Histria,Str. Cetatea Histria Nr. 12 sector 6 Bucuresti,Str. Cetatea Histria,Nr. 12,Sector 6,Bucuresti,,Mihai
Rosana Medical - Policlinica Dudesti,"Calea Dudesti Nr. 145, sector 3 Bucuresti",Calea Dudesti,Nr. 145,Sector 3,Bucuresti,,Mihai
Rosana Medical - Valea Oltului,Str. Valea Oltului Nr. 77-79 sector 6 Bucuresti,Str. Valea Oltului,Nr. 77-79,Sector 6,Bucuresti,,Mihai
RosettiDent,Str. Comana Nr. 3A Sector 1 Bucuresti,Str. Comana,Nr. 3A,Sector 1,Bucuresti,,Mihai
RoutineMed,"str. Mahmudiei Nr. 49-51Tulcea, Tulcea",str. Mahmudiei,Nr. 49-51,Tulcea,Tulcea,,Mihai
RoutineMed Sulina,"str. a II-a, Nr.236ATulcea, Sulina",str. a II-a,Nr. 236A,Sulina,Tulcea,,Mihai
Royal Dental,Sos. Pipera Tunari Nr. 61 Bucuresti,Sos. Pipera Tunari,Nr. 61,***,Bucuresti,,Mihai
Royal Hospital,Str. Splaiul Unirii Nr.313 A Sector 3 (langa cladirea ICPE) Bucuresti,Str. Splaiul Unirii,Nr. 313,Sector 3,Bucuresti,A,Mihai
RX-Dent,"Str. Maternitatii Nr. 2 bl. 4 sc. B ap. 1Arges, Pitesti",Str. Maternitatii,Nr. 2,Pitesti,Arges,bl. 4 sc. B ap. 1,Mihai
SabriMed,Calea Vacaresti Nr. 182 bl 23 sector 3 parter ap 64 Bucuresti,Calea Vacaresti,Nr. 182,Sector 3,Bucuresti,bl 23,Mihai
Sadighian Dental Clinic,Sos. Pipera-Tunari Nr. 38 Bucuresti,Sos. Pipera-Tunari,Nr. 38,***,Bucuresti,,Mihai
Safe Dental Clinic,,,,,,,Mihai
Safiredent,"Str. General Dragalina Nr. 50ADolj, Craiova",Str. General Dragalina,Nr. 50A,Craiova,Dolj,,Mihai
Sagrada Medicis,"Str. Zimbrului Nr. 4Timis, Timisoara",Str. Zimbrului,Nr. 4,Timisoara,Timis,,Mihai
Sanador Baneasa,Sos. Bucuresti - Ploiesti Nr. 42-44 sector 1 - Baneasa Business  Technology Park Bucuresti,,,Sector 1,Bucuresti,,Mihai
Sanador Decebal,B-dul Decebal Nr. 1 sector 3 Bucuresti,B-dul Decebal,Nr. 1,Sector 3,Bucuresti,,Mihai
Sanador Laborator,Str. Dr. Iacob Felix Nr. 32 sector 1 Bucuresti,Str. Dr. Iacob Felix,Nr. 32,Sector 1,Bucuresti,,Mihai
Sanador Victoriei,Str. Dumitru Sergiu Nr. 26-28 sector 1 Bucuresti,Str. Dumitru Sergiu,Nr. 26-28,Sector 1,Bucuresti,,Mihai
Sanamed Dacia,,,,,,,Mihai
SanaMed Hospital - Centrul Medical Sanatatea Ta,Str. Viitorului Nr. 44 sector 2 Bucuresti,Str. Viitorului,Nr. 44,Sector 2,Bucuresti,,Mihai
Sanamed Pitesti,"Str. Mircea Voda, Nr. 42Arges, Pitesti",Str. Mircea Voda,Nr. 42,Pitesti,Arges,,Mihai
Sanamed Pitesti,"Str. Mircea Voda, Nr. 42Arges, Pitesti",Str. Mircea Voda,Nr. 42,Pitesti,Arges,,Mihai
Sanatoriul Balnear Mangalia,"Str. Mircea cel Batran Nr. 2Constanta, Mangalia",Str. Mircea cel Batran,Nr. 2,Mangalia,Constanta,,Mihai
Sanatoriul Balnear si de Recuperare Techirghiol,"Str. Victor Clinescu Nr. 34-40Constanta, Techirghiol",Str. Victor Clinescu,Nr. 34-40,Techirghiol,Constanta,,Mihai
Sanatoriul de Nevroze Predeal,,,,,,,Mihai
Sanexpert,,,,,,,Mihai
Sanimed,Bd. Lacul Tei Nr. 79 Bl. 15A Sc. B Ap. 45-46 Sector 2 Bucuresti,Bd. Lacul Tei,Nr. 79,Sector 2,Bucuresti,Bl. 15A Sc. B Ap. 45-46,Mihai
SanoDenta,"Str. Petre Ispirescu Nr. 15BBistrita-Nasaud, Bistrita",Str. Petre Ispirescu,Nr. 15B,Bistrita,Bistrita-Nasaud,,Mihai
Sante Cluj (A. Muresanu),"Str. Andrei Muresanu, Nr. 4Cluj, Cluj-Napoca",Str. Andrei Muresanu,Nr. 4,Cluj-Napoca,Cluj,,Mihai
Sante Cluj-Napoca (Marasti),"Bd. 21 Decembrie, Nr. 129, bl. L7, sc. IV, ap. 80Cluj, Cluj-Napoca",Bd. 21 Decembrie,Nr. 129,Cluj-Napoca,Cluj,"bl. L7, sc. IV, ap. 80",Mihai
Sante Constanta (Tomis 3),"Str. Zburatorului, Nr. 4 (parter)Constanta, Constanta",Str. Zburatorului,Nr. 4,Constanta,Constanta,(parter),Mihai
Sante Galati (Siderurgistilor),"Bd. Siderurgistilor, Nr. 35, bl. SD3A, ap. 21Galati, Galati",Bd. Siderurgistilor,Nr. 35,Galati,Galati,"bl. SD3A, ap. 21",Mihai
Sante Ramnicu Valcea (Ostroveni),"Str. Mihai Eminescu, Nr. 28, et. 2, Valcea, Ramnicu Valcea",Str. Mihai Eminescu,Nr. 28,Ramnicu Valcea,Valcea,et. 2,Mihai
Sapiens Medical Center,Str. Tudor Vianu Nr. 9 sector 1 Bucuresti,Str. Tudor Vianu,Nr. 9,Sector 1,Bucuresti,,Mihai
Scanexpert RMN Iasi,"str. Garabet Ibraileanu, Nr. 1-3 ( in incinta Sp. Clinic CFR Iasi )Iasi, Iasi",str. Garabet Ibraileanu,Nr. 1-3,Iasi,Iasi,( in incinta Sp. Clinic C,Mihai
ScienceMed,"Str. Cuza Voda Nr. 132, bl. 1, scara 2, apartament 22, parter, interfon 22, sector 4 Bucuresti",Str. Cuza Voda,Nr. 132,Sector 4,Bucuresti,"bl. 1, scara 2, apartamen",Mihai
ScienceMed Buzau,"B-dul. Unirii  bl. 8C parterBuzau, Buzau",B-dul. Unirii,,Buzau,Buzau,bl. 8C parter,Mihai
Selea Dent,"str. Flacara Nr. 18, bl. B16str. Belsugului Nr. 56, Bl. E23Calarasi, Calarasi",str. Flacara,Nr. 18,Calarasi,Calarasi,bl. B16str. Belsugului Nr,Mihai
Serenity Center,Cal. Serban Voda Nr. 209 Bucuresti,Cal. Serban Voda,Nr. 209,***,Bucuresti,,Mihai
SIGDENT STUDIO,"Dr Ioan Senchea Nr. 134Brasov, Zarnesti",Dr Ioan Senchea,Nr. 134,Zarnesti,Brasov,,Mihai
Sika Medical,Str. Novaci Nr. 8 bl. P57 ap. 65 parter sector 5 Bucuresti,Str. Novaci,Nr. 8,Sector 5,Bucuresti,bl. P57 ap. 65 parter,Mihai
SlimArt Floreasca,Calea Floreasca Nr. 91-111 Bucuresti,Calea Floreasca,Nr. 91-111,***,Bucuresti,,Mihai
Smart Medical Clinica,"Str. Dunarii Nr. 151ATeleorman, Alexandria",Str. Dunarii,Nr. 151A,Alexandria,Teleorman,,Mihai
Smile Dent,"Dimitrie Cantemir Nr. 13Brasov, Brasov",Dimitrie Cantemir,Nr. 13,Brasov,Brasov,,Mihai
Smile Dent - Bistrita,"Str. Imparatul Traian Nr. 12ABistrita-Nasaud, Bistrita",Str. Imparatul Traian,Nr. 12A,Bistrita,Bistrita-Nasaud,,Mihai
Smile Design,,,,,,,Mihai
Smile Experts,Str. Pictor Ion Negulici Nr. 13C sector 1 Bucuresti,Str. Pictor Ion Negulici,Nr. 13C,Sector 1,Bucuresti,,Mihai
Smile Factory - Bucuresti,Intrarea Noptii Nr. 5 sector 1 Bucuresti,Intrarea Noptii,Nr. 5,Sector 1,Bucuresti,,Mihai
Smile Factory - Timisoara,"Str. Tiblesului Nr. 7ATimis, Timisoara",Str. Tiblesului,Nr. 7A,Timisoara,Timis,,Mihai
Smile Focus,,,,,,,Mihai
Smilemed,Str. Dr. Lister Nr. 15 Bucuresti,Str. Dr. Lister,Nr. 15,***,Bucuresti,,Mihai
Smiley Dent,"B-dul Aurel Vlaicu Nr. 88 bl. AV-36 sc. G ap. 61 parterConstanta, Constanta",B-dul Aurel Vlaicu,Nr. 88,Constanta,Constanta,bl. AV-36 sc. G ap. 61 pa,Mihai
Soladent,B-dul Ion Mihalache Nr. 150A ap. 1 Bucuresti,B-dul Ion Mihalache,Nr. 150A,***,Bucuresti,ap. 1,Mihai
Solomed Clinic Costesti,"Str. Victoriei  bl. L21Arges, Costesti",Str. Victoriei,,Costesti,Arges,bl. L21,Mihai
Solomed Clinic Gavana,"Aleea Spitalului Nr. 28AArges, Pitesti",Aleea Spitalului,Nr. 28A,Pitesti,Arges,,Mihai
Solomed Clinic T. Vladimirescu,"Str. T. Vladimirescu  bl. U3 parterArges, Pitesti",Str. T. Vladimirescu,,Pitesti,Arges,bl. U3 parter,Mihai
SOS Medical Group,Str. Virgil Madgearu Nr. 28 sector 1 Bucuresti,Str. Virgil Madgearu,Nr. 28,Sector 1,Bucuresti,,Mihai
SOSdermatolog,"Bld Republicii Nr. 65 (Blocul Pombis)Bistrita-Nasaud, Bistrita",Bld Republicii,Nr. 65,Bistrita,Bistrita-Nasaud,(Blocul Pombis),Mihai
SOSdermatolog,"Str Marin Preda Nr. 10-12Cluj, Cluj-Napoca",Str Marin Preda,Nr. 10-12,Cluj-Napoca,Cluj,,Mihai
Space Med Clinic,"Strada Margelelor Nr.38 cladirea F1Ilfov, Bragadiru",Strada Margelelor,Nr. 38,Bragadiru,Ilfov,cladirea F1,Mihai
Spectrum Clinique Bucuresti,Aleea Cauzasi Nr. 47 Parter Sector 3 Bucuresti,Aleea Cauzasi,Nr. 47,Sector 3,Bucuresti,Parter,Mihai
Spectrum Clinique Slatina,"Str. Tunari Nr. 22 Corp 3 Olt, Slatina",Str. Tunari,Nr. 22,Slatina,Olt,Corp 3,Mihai
Spital de Oncologie si Paliatie Recumed,"str. Calugareni, Nr. 141Vaslui, Vaslui",str. Calugareni,Nr. 141,Vaslui,Vaslui,,Mihai
Spital Pneumoftiziologie Izvoru,"str. Principala Nr. 66Giurgiu, Vanatorii Mici",str. Principala,Nr. 66,Vanatorii Mici,Giurgiu,,Mihai
Spital Premiere - Regina maria,"Calea Aradului Nr. 113Timis, Timisoara",Calea Aradului,Nr. 113,Timisoara,Timis,,Mihai
Spital Privat Isis,"Str. Mircea cel Batran Nr. 102Constanta, Constanta",Str. Mircea cel Batran,Nr. 102,Constanta,Constanta,,Mihai
Spital Wellborn Baneasa,Str. Brodina Nr. 3 sector 1 Bucuresti,Str. Brodina,Nr. 3,Sector 1,Bucuresti,,Mihai
Spital Wellborn Militari,"Str. Dezrobirii, Nr.27-29, sector 6 Bucuresti",Str. Dezrobirii,Nr. 27-29,Sector 6,Bucuresti,,Mihai
Spitalul Bethesda - Suceava,"Calea Unirii Nr. 86ASuceava, Suceava",Calea Unirii,Nr. 86A,Suceava,Suceava,,Mihai
Spitalul Clinic CF 2,B-dul Marasti Nr. 63 sector 1 Bucuresti,B-dul Marasti,Nr. 63,Sector 1,Bucuresti,,Mihai
Spitalul Clinic CF Oradea,"Str. Republicii Nr. 56Bihor, Oradea",Str. Republicii,Nr. 56,Oradea,Bihor,,Mihai
Spitalul Clinic Coltea,B-dul I. C. Bratianu Nr. 1 sector 3 Bucuresti,B-dul I. C. Bratianu,Nr. 1,Sector 3,Bucuresti,,Mihai
Spitalul Clinic de Boli Infectioase Cluj-Napoca,,,,,,,Mihai
Spitalul Clinic de Boli Infectioase Constanta,"B-dul Ferdinand Nr. 100Constanta, Constanta",B-dul Ferdinand,Nr. 100,Constanta,Constanta,,Mihai
Spitalul Clinic de Boli Infectioase Sfanta Parascheva Iasi,"Str. Octav Botez Nr. 2Iasi, Iasi",Str. Octav Botez,Nr. 2,Iasi,Iasi,,Mihai
Spitalul Clinic de Boli Infectioase si Pneumofiziologie Dr. Victor Babes Timisoara,"Str. Gheorghe Adam Nr. 13Timis, Timisoara",Str. Gheorghe Adam,Nr. 13,Timisoara,Timis,,Mihai
Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,"Calea Bucuresti Nr. 126Dolj, Craiova",Calea Bucuresti,Nr. 126,Craiova,Dolj,,Mihai
Spitalul Clinic de Boli Infectioase si Tropicale Dr. Victor Babes,Sos. Mihai Bravu Nr. 281 sector 3 Bucuresti,Sos. Mihai Bravu,Nr. 281,Sector 3,Bucuresti,,Mihai
Spitalul Clinic de Chirurgie Oro Maxilo Faciala Prof. Dr. Dan Theodorescu,Str. Calea Plevnei Nr. 17-21 sector 1 Bucuresti,Str. Calea Plevnei,Nr. 17-21,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Copii Brasov,,,,,,,Mihai
Spitalul Clinic de Nefrologie Dr. Carol Davila,Calea Grivitei Nr. 4 sector 1 Bucuresti,Calea Grivitei,Nr. 4,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Neuropsihiatrie Craiova,"Calea Bucuresti Nr. 99Dolj, Craiova",Calea Bucuresti,Nr. 99,Craiova,Dolj,,Mihai
Spitalul Clinic de Obstetrica - Ginecologie Elena Doamna Iasi,"Str. Elena Doamna Nr. 49Iasi, Iasi",Str. Elena Doamna,Nr. 49,Iasi,Iasi,,Mihai
Spitalul Clinic de Obstetrica - Ginecologie Prof. Dr. Panait Sarbu (Maternitatea Giulesti),Calea Giulesti Nr. 5 sector 6 Bucuresti,Calea Giulesti,Nr. 5,Sector 6,Bucuresti,,Mihai
Spitalul Clinic de Obstetrica Ginecologie Dr. I. A. Sbarcea - Brasov,"Bulevardul Garii Nr. 1ABrasov, Brasov",Bulevardul Garii,Nr. 1A,Brasov,Brasov,,Mihai
Spitalul Clinic de Obstetrica si Ginecologie Filantropia,B-dul. Ion Mihalache Nr. 11 sector 1 Bucuresti,B-dul. Ion Mihalache,Nr. 11,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Ortopedie - Traumatologie si TBC Osteoarticular Foisor,B-dul. Ferdinand Nr. 35-37 sector 2 Bucuresti,B-dul. Ferdinand,Nr. 35-37,Sector 2,Bucuresti,,Mihai
Spitalul Clinic de Pneumoftiziologie Constanta,"Str. Sentinelei Nr. 40Constanta, Palazu Mare",Str. Sentinelei,Nr. 40,Palazu Mare,Constanta,,Mihai
Spitalul Clinic de Pneumoftiziologie Iasi,"Str. Dr. I. Cihac Nr. 30Iasi, Iasi",Str. Dr. I. Cihac,Nr. 30,Iasi,Iasi,,Mihai
Spitalul Clinic de Pneumoftiziologie Leon Daniello,"Str. B. P. Hasdeu Nr. 6Cluj, Cluj-Napoca",Str. B. P. Hasdeu,Nr. 6,Cluj-Napoca,Cluj,,Mihai
Spitalul Clinic de Psihiatrie Prof. Dr. Alexandru Obregia,Sos. Berceni Nr. 10 sector 4 Bucuresti,Sos. Berceni,Nr. 10,Sector 4,Bucuresti,,Mihai
Spitalul Clinic de Psihiatrie Socola - Iasi,"Sos. Bucium Nr. 36Iasi, Iasi",Sos. Bucium,Nr. 36,Iasi,Iasi,,Mihai
Spitalul Clinic de Recuperare Cluj-Napoca,"Str. Viilor Nr. 46-50Cluj, Cluj-Napoca",Str. Viilor,Nr. 46-50,Cluj-Napoca,Cluj,,Mihai
Spitalul Clinic de Recuperare Iasi,"Str. Pantelimon Halipa Nr. 14Iasi, Iasi",Str. Pantelimon Halipa,Nr. 14,Iasi,Iasi,,Mihai
Spitalul Clinic de Recuperare Medicala Baile Felix,"Comuna Sanmartin - Statiunea Baile Felix Bihor, Baile Felix",,,Baile Felix,Bihor,,Mihai
"Spitalul Clinic de Recuperare, Medicina Fizica si Balneologie Eforie Nord","Bd. Republicii Nr. 63-69Constanta, Eforie Nord",Bd. Republicii,Nr. 63-69,Eforie Nord,Constanta,,Mihai
Spitalul Clinic de Urgenta Bagdasar - Arseni,Sos. Berceni Nr. 12 sector 4 Bucuresti,Sos. Berceni,Nr. 12,Sector 4,Bucuresti,,Mihai
Spitalul Clinic de Urgenta Floreasca,Calea Floreasca Nr. 8 sector 1 Bucuresti,Calea Floreasca,Nr. 8,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Urgenta pentru Copii Cluj-Napoca,"Calea Motilor Nr. 68Cluj, Cluj-Napoca",Calea Motilor,Nr. 68,Cluj-Napoca,Cluj,,Mihai
Spitalul Clinic de Urgenta pentru Copii Grigore Alexandrescu,B-dul. Iancu de Hunedoara Nr. 30-32 sector 1 Bucuresti,B-dul. Iancu de Hunedoara,Nr. 30-32,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Urgenta pentru Copii Louis Turcanu Timisoara,,,,,,,Mihai
Spitalul Clinic de Urgenta pentru Copii Maria Sklodowska Curie,B-dul. Constantin Brancoveanu Nr. 20 sector 4 Bucuresti,B-dul. Constantin Brancoveanu,Nr. 20,Sector 4,Bucuresti,,Mihai
Spitalul Clinic de Urgenta pentru Copii Sf. Ioan - Galati,"Str. Gheorghe Asachi Nr. 2Galati, Galati",Str. Gheorghe Asachi,Nr. 2,Galati,Galati,,Mihai
Spitalul Clinic de Urgenta pentru Copii Sfanta Maria - Iasi,"Str. Vasile Lupu Nr. 62Iasi, Iasi",Str. Vasile Lupu,Nr. 62,Iasi,Iasi,,Mihai
Spitalul Clinic de Urgenta Prof. Dr. Nicolae Oblu Iasi,"Str. Ateneului Nr. 2Iasi, Iasi",Str. Ateneului,Nr. 2,Iasi,Iasi,,Mihai
Spitalul Clinic de Urgenta Prof. Dr. Octavian Fodor Cluj Napoca,"Str. Constanta Nr. 5Cluj, Cluj-Napoca",Str. Constanta,Nr. 5,Cluj-Napoca,Cluj,,Mihai
Spitalul Clinic de Urgenta Sfantul Ioan Bucuresti,Sos. Vitan Barzesti Nr. 13 Sector 4 Bucuresti,Sos. Vitan Barzesti,Nr. 13,Sector 4,Bucuresti,,Mihai
Spitalul Clinic de Urgenta Sfantul Pantelimon,Sos. Pantelimon Nr. 340-342 sector 2 Bucuresti,Sos. Pantelimon,Nr. 340-342,Sector 2,Bucuresti,,Mihai
Spitalul Clinic de Urgenta Sfantul Pantelimon,,,,,,,Mihai
"Spitalul Clinic de Urgenta, Chirurgie Plastica, Reparatorie si Arsuri",Calea Grivitei Nr. 218 sector 1 Bucuresti,Calea Grivitei,Nr. 218,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Urgente Oftalmologice,Piata Alexandru Lahovari Nr. 1 sector 1 Bucuresti,Piata Alexandru Lahovari,Nr. 1,Sector 1,Bucuresti,,Mihai
Spitalul Clinic de Urologie Prof. Dr. Theodor Burghele,Sos. Panduri Nr. 20 sector 5 Bucuresti,Sos. Panduri,Nr. 20,Sector 5,Bucuresti,,Mihai
Spitalul Clinic Dr. Ioan Cantacuzino,Str. Ion Movila Nr. 5-7 sector 2 Bucuresti,Str. Ion Movila,Nr. 5-7,Sector 2,Bucuresti,,Mihai
Spitalul Clinic Judetean de Urgenta Arad,"Str. Andreny Karoly Nr. 2-4Arad, Arad",Str. Andreny Karoly,Nr. 2-4,Arad,Arad,,Mihai
Spitalul Clinic Judetean de Urgenta Brasov,"Calea Bucuresti Nr. 25-27Brasov, Brasov",Calea Bucuresti,Nr. 25-27,Brasov,Brasov,,Mihai
Spitalul Clinic Judetean de Urgenta Brasov - Stationar Astra,"Calea Bucuresti Nr. 2Brasov, Brasov",Calea Bucuresti,Nr. 2,Brasov,Brasov,,Mihai
Spitalul Clinic Judetean de Urgenta Brasov - Stationar Marzescu,"Str. Cuza Voda Nr.28Brasov, Brasov",Str. Cuza Voda,Nr. 28,Brasov,Brasov,,Mihai
Spitalul Clinic Judetean de Urgenta Brasov - Stationar Oncologie,"Str. Constantin Brancoveanu Nr. 4Brasov, Brasov",Str. Constantin Brancoveanu,Nr. 4,Brasov,Brasov,,Mihai
Spitalul Clinic Judetean de Urgenta Brasov - Stationar Tractorul,"Str. Oltet Nr. 2Brasov, Brasov",Str. Oltet,Nr. 2,Brasov,Brasov,,Mihai
Spitalul Clinic Judetean de Urgenta Cluj-Napoca,"Str. Clinicilor Nr. 3-5Cluj, Cluj-Napoca",Str. Clinicilor,Nr. 3-5,Cluj-Napoca,Cluj,,Mihai
Spitalul Clinic Judetean de Urgenta Craiova,"Str. Tabaci Nr. 1Dolj, Craiova",Str. Tabaci,Nr. 1,Craiova,Dolj,,Mihai
Spitalul Clinic Judetean de Urgenta Ilfov,B-dul Basarabia Nr. 49-51 sector 2 Bucuresti,B-dul Basarabia,Nr. 49-51,Sector 2,Bucuresti,,Mihai
Spitalul Clinic Judetean de Urgenta Oradea - Stationar I,"Str. Gheorghe Doja Nr. 65Bihor, Oradea",Str. Gheorghe Doja,Nr. 65,Oradea,Bihor,,Mihai
