clinic_name,description,medical_unit_type,clinic_schedule,primary_phone,secondary_phone,primary_email,website,address,clinic_street,clinic_number,clinic_city,clinic_county,clinic_other_details,facilities,clinic_specialities
Policlinica Sporea Praxis,Policlinica medicala cuprinde mai toate specialitatile medicale ambulatorii. Dotarea cu aparatura medicala permite performante medicale superioare.,Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,sporea_praxis@yahoo.com,http://www.praxistm.ro,"Piata Crucii nr. 7Timis, Timisoara",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Hematologie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie"", ""Reumatologie"", ""Urologie""]"
Policlinica Tommed,,Clinica Medicala,"{""L"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:30"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""07:30"", ""endTime"": ""14:00""}], ""D"": []}",,,,http://www.policlinicatommed.ro,,,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Pediatrica"", ""Dermatovenerologie"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Interna"", ""Medicina Muncii"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pneumologie"", ""Psihiatrie"", ""Psihologie"", ""Recuperare, Medicina Fizica si Balneologie"", ""Stomatologie"", ""Urologie""]"
Policlinica Veridia,"Prezent in peisajul clinicilor medicale private din Bucuresti de peste 15 ani, Veridia continua cu mandrie istoricul Centrului Medical Matei Basarab si  confirma permanent aprecierea si asteptarile pacientilor si a colaboratorilor sai.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""08:30"", ""endTime"": ""13:00""}], ""D"": []}",,,office@veridia.ro,https://www.veridia.ro,Strada Matei Basarab 45 Bucuresti,,,,,,"[""Rezultate analize - online""]","[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Expertiza Medicala a Capacitatii de Munca"", ""Gastroenterologie"", ""Hematologie"", ""Medicina de Laborator (Analize medicale)"", ""Neurologie"", ""Neurologie Pediatrica"", ""Obstetrica - Ginecologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie""]"
Policlinica Viamed,,Clinica Medicala,,,,viamedtm@gmail.com,http://www.policlinica-viamed.ro,"Bd. Mihai Viteazu nr. 8Timis, Timisoara",,,,,,,"[""Cardiologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Neurologie"", ""Otorinolaringologie (ORL)"", ""Psihologie""]"
Policlinica Visa Medica,"Infiintata din 2003 ofera servicii medicale la standard european prin dotari si un inalt profesionalism al medicilor specialisti Centrul medical s-a dezvoltat pe trei ramuri importante: medicina muncii, medicina de familie si servicii policlinica.",Clinica Medicala,,,,office@visamedica.ro,http://www.visamedica.ro,"Str. G-ral Magheru nr. 28Sibiu, Sibiu",,,,,,,"[""Cardiologie"", ""Endocrinologie"", ""Homeopatie"", ""Medicina de Familie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Nefrologie"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Psihiatrie""]"
Ponderas Academic Hospital,"În 2011 am creat unul dintre cele mai ambitioase proiecte medicale din România. Am pus bazele spitalului Ponderas, care este astazi printre cele mai moderne spitale private din Europa de Est si singurul specializat în chirurgia metabolica si bariatrica. Suntem o echipa de medici români curajosi, ambitiosi, pasionati de medicina si oameni, cu cea mai mare experienta în chirurgia moderna, iar pentru noi calitatea actului medical este întotdeauna o prioritate. Investitia în acest spital am facut-o urmarind sa cream conditii ce respecta cele mai înalte standarde de calitate în medicina moderna.",Spital Privat,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""16:00""}], ""D"": []}",,,office.ponderas@reginamaria.ro,https://www.reginamaria.ro/ponderas,Str. Nicolae Caramfil nr. 85A sector 1 Bucuresti,,,,,,"[""Rezultate analize - online"", ""Loc de Parcare"", ""Plata cu cardul""]","[""Anestezie si Terapie Intensiva"", ""Cardiologie"", ""Chirurgie Generala"", ""Chirurgie Pediatrica"", ""Chirurgie Plastica, Estetica si Microchirurgie Reconstructiva"", ""Chirurgie Toracica"", ""Chirurgie Vasculara"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Neurochirurgie"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oncologie Medicala"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihiatrie"", ""Psihologie"", ""Radiologie - Imagistica Medicala"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie"", ""Stomatologie"", ""Urologie""]"
Premiere Dent,,Cabinet/Clinica Stomatologica,,,,office@premieredent.ro,http://premieredent.ro,"Str. Harmanului 74 bl. 246 sc. A ap. 1Brasov, Brasov",,,,,,,"[""Stomatologie""]"
Premiere Dent,,Cabinet/Clinica Stomatologica,"{""L"": [], ""Ma"": [{""startTime"": ""11:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""10:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""10:00"", ""endTime"": ""17:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""17:00""}], ""S"": [], ""D"": []}",,,office@premieredent.ro,http://premieredent.ro,"Str. Mihai Viteazul nr.1Brasov, Fagaras",,,,,,,"[""Stomatologie""]"
Premium Dent Bucuresti,"Cabinetul stomatologic este echipat cu cele mai moderne si bune echipamente menite sa vina in sprijinul dumneavoastra. Odata ajunsi la noi va veti convinge de profesionalismul echipei medicale, de ambientul si atmosfera relaxanta ce vin sa combata mult cunoscuta teama de stomatolog. Comunicarea cu pacientul este lucrul cel mai pretuit de noi. Timpul pacientului este foarte important pentru noi, de aceea respectarea orarului programarilor este esentiala pentru noi.",Cabinet/Clinica Stomatologica,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,office@premiumdent.ro,http://premiumdent.ro,"Str. Radu Boiangiu, Nr. 22, Sector 1 Bucuresti",,,,,,,"[""Chirurgie Dento - Alveolara"", ""Stomatologie""]"
Premium Estetic Dental,,Cabinet/Clinica Stomatologica,"{""L"": [{""startTime"": ""12:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""10:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""17:00""}], ""J"": [{""startTime"": ""12:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""17:00""}], ""S"": [], ""D"": []}",,,office@premium-estetic-dental.com,https://premium-estetic-dental.com,"Str Calea Bucuresti nr et 1 cabinet 3Dolj, Craiova",,,,,,,"[""Stomatologie""]"
Pro in Life,,Clinica Medicala,,,,,http://www.proinlife.ro,,,,,,,,"[""Dermatovenerologie"", ""Endocrinologie"", ""Medicina Interna"", ""Neurologie"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Otorinolaringologie (ORL)"", ""Reumatologie""]"
Pro Life Clinics Anastasie Panu - Iasi,Policlinica Pro Life Clinics a fost infiintata in februarie 2009 din dorinta de a acoperi nevoile din ce in ce mai mari ale pacientilor pentru servicii medicale de calitate si de oferi o alternativa pentru serviciile medicale oferite de ambulatoriile integrate ale spitalelor de stat.,Clinica Medicala,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,prolifeclinics@yahoo.com,http://www.prolifeclinics.ro,"Str. Anastasie Panu nr. 28 bl. 2b mezaninIasi, Iasi",,,,,,,"[""Alergologie si Imunologie Clinica"", ""Cardiologie"", ""Dermatovenerologie"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Endocrinologie"", ""Gastroenterologie"", ""Genetica Medicala"", ""Geriatrie si Gerontologie"", ""Medicina Generala"", ""Medicina Interna"", ""Nefrologie"", ""Neonatologie"", ""Neurochirurgie"", ""Neurologie"", ""Neurologie Pediatrica"", ""Obstetrica - Ginecologie"", ""Oftalmologie"", ""Ortopedie si Traumatologie"", ""Otorinolaringologie (ORL)"", ""Pediatrie"", ""Pneumologie"", ""Psihiatrie"", ""Psihologie"", ""Radiologie - Imagistica Medicala"", ""Recuperare, Medicina Fizica si Balneologie"", ""Reumatologie""]"
Pro Life Clinics Raducaneni,"Policlinica Pro Life Clinics s-a infiintat in februarie 2009, avind ca obiect de activitate prestarea de servicii medicale de specialitate.",Clinica Medicala,"{""L"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""07:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,prolifeclinics@yahoo.com,http://www.prolifeclinics.ro,"Dr. Marius PopIasi, Raducaneni",,,,,,,"[""Medicina Generala""]"
Pro Smile Med,"Pro Smile Med - cabinet stomatologic in Ploiesti, construit recent, dotat cu aparatura moderna si materiale de ultima generatie, cu o echipa de medici bine pregatiti si pasionati de profesiunea lor, va asteapta intr-un ambient placut, pregatit oricand sa demonstreze calitatea serviciilor oferite.",Cabinet/Clinica Stomatologica,,,,office@prosmile.ro,http://www.prosmile.ro,"Str. Bobalna nr. 81APrahova, Ploiesti",,,,,,,"[""Stomatologie""]"
Pro Vita,"Clinica Pro Vita este un centru de servicii medicale complexe, la cele mai înalte standarde, unde pacientii sunt tratati cu empatie si respect. Puteti sa beneficiati de o paleta variata de servicii medicale, într-un spatiu nou si primitor, dotat cu aparatura moderna. La Clinica Pro Vita suntem preocupati de rigoarea stiintifica si de respectul pentru viata. De aceea va stam la dispozitie cu o echipa medicala bine pregatita profesional, dublata de disponibilitatea si amabilitatea întregului personal.",Clinica Medicala,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""16:00""}], ""S"": [], ""D"": []}",,,office@clinicaprovita.ro,http://www.clinicaprovita.ro,"Str. Teodor Mihali nr. 38-40 (zona FSEGA)Cluj, Cluj-Napoca",,,,,,,"[""Dermatologie"", ""Endocrinologie"", ""Kinetoterapie"", ""Nutritie"", ""Obstetrica - Ginecologie"", ""Pediatrie"", ""Psihologie"", ""Puericultura si Lamaze"", ""Urologie""]"
Pro-Vitam Sf. Gheorghe,"Cu o investitie de cca. 1 milion de euro, am deschis un nou centru de diagnostic si tratament Pro-Vitam in Sf. Gheorghe. Centrul ofera pe o suprafata de 1400 mp investigatii medicale si de laborator cu aparate ultramoderne, astfel devenind cea mai performanta policlinica din judetul Covasna.",Clinica Medicala,,"{""label"": ""phone"", ""value"": ""0267 - 312 919""}","[{""label"": ""phone"", ""value"": ""0728 114 900""}, {""label"": ""fax"", ""value"": ""0267 - 312 919""}]",office@provitam.com,https://promedicalcenter.ro,"Str. Muncitorilor nr. 16Covasna, Sfantu Gheorghe",,,,,,"[""Rezultate analize - online""]","[""Cardiologie"", ""Chirurgie Generala"", ""Endocrinologie"", ""Medicina de Laborator (Analize medicale)"", ""Medicina Generala"", ""Medicina Interna"", ""Medicina Muncii"", ""Ortopedie si Traumatologie"", ""Pediatrie"", ""Psihiatrie"", ""Psihologie"", ""Radiologie - Imagistica Medicala""]"
Proctoclinic,,Clinica Medicala,,,,info@procto-clinic.ro,http://www.procto-clinic.ro,Str. Frumoasa nr. 2 et. 1 sector 1 Bucuresti,,,,,,,"[""Anestezie si Terapie Intensiva"", ""Chirurgie Generala"", ""Diabet Zaharat, Nutritie si Boli Metabolice"", ""Gastroenterologie""]"
Proctoderm,"Clinica Proctoderm este o clinica privata, dedicata problemelor de circulatie venoasa (varice), proctologice (hemoroizi, fisuri anale), dermatologice (alunite , acnee, psoriazis, cadere par), boli cu transmitere sexuala (sifilis, gonoree, vegetatii venerice) si urologice (afectiuni prostata, impotenta sexuala).",Clinica Medicala,"{""L"": [{""startTime"": ""15:00"", ""endTime"": ""20:00""}], ""Ma"": [{""startTime"": ""15:00"", ""endTime"": ""20:00""}], ""Mi"": [{""startTime"": ""15:00"", ""endTime"": ""20:00""}], ""J"": [{""startTime"": ""15:00"", ""endTime"": ""20:00""}], ""V"": [{""startTime"": ""15:00"", ""endTime"": ""20:00""}], ""S"": [], ""D"": []}",,,,http://www.proctoderm.ro,,,,,,,,"[""Chirurgie Generala"", ""Dermatovenerologie"", ""Gastroenterologie"", ""Urologie""]"
Proctoline Baia Mare,,Clinica Medicala,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""18:00""}], ""S"": [{""startTime"": ""08:30"", ""endTime"": ""12:00""}], ""D"": []}",,,onclinicadd@gmail.com,https://www.proctoline.ro,"Strada 9 Mai, Nr. 36Maramures, Baia Mare",,,,,,"[""Plata cu cardul""]","[""Proctologie""]"
Proctoline Brasov,"Tratamentul ambulator al bolii hemoroidale, fisura anala; fistule perianale subseroase.Tratamentul hemoroidal: ligaturi cu benzi elastice si iradiere cu infrarosu.Tratamentul fisurii anale: topice locale de uz intern; toxina botulinica; radiofrecventa.În cadrul tratamentului si functie de pachetul ales, pacientul beneficiaza inclusiv de rectosigmoidoscopie si ecografie abdominala.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,onclinicadd@gmail.com,https://www.proctoline.ro,"Str. Nicolae Iorga, Nr. 16 (vis-a-vis de Parcul Central)Brasov, Brasov",,,,,,,"[""Proctologie""]"
Proctoline Bucuresti,"Clinica Proctoline este primul centru de tratament hemoroizi in Bucuresti, aici s-au introdus metodele noninvazive de tratament pentru afectunile ano-rectale in anul 1997, pentru prima oara in Romania.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""21:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,onclinicadd@gmail.com,https://www.proctoline.ro,B-dul Dimitrie Cantemir Nr. 1 Bloc B2 Scara 3 Et 2 Sector 4 Bucuresti,,,,,,"[""Plata cu cardul""]","[""Proctologie""]"
Proctoline Constanta,"linica Proctoline Constanta vine cu multe servicii medicale ultraspecializate pentru partea de proctologie. Aici vorbim despre tratamente pentru hemoroizi, fisuri anale, investigatia de colonoscopie totala, ecografie, endoscopie digestiva superioara si testul Helicobacter pylori.",Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""13:00""}], ""D"": []}",,,onclinicadd@gmail.com,https://www.proctoline.ro,"Bd-ul Tomis, Nr. 142 A, Etaj 2Constanta, Constanta",,,,,,"[""Plata cu cardul""]","[""Proctologie""]"
Proctoline Craiova,,Clinica Medicala,"{""L"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""08:00"", ""endTime"": ""19:00""}], ""S"": [{""startTime"": ""08:00"", ""endTime"": ""12:00""}], ""D"": []}",,,onclinicadd@gmail.com,https://www.proctoline.ro,"Str. Aries, Nr. 3Dolj, Craiova",,,,,,,"[""Proctologie""]"
Proctoline Oradea,"Tratamentul bolii hemoroidale - se realizeaza prin ligaturi cu benzi elastice, utilizand radiatiile infrarosii, radiofrecventa; metodele nu necesita internare si/sau concediu medical.",Clinica Medicala,"{""L"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""Ma"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""Mi"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""J"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""V"": [{""startTime"": ""09:00"", ""endTime"": ""19:00""}], ""S"": [], ""D"": []}",,,onclinicadd@gmail.com,https://www.proctoline.ro,"Str. Cuza Voda Nr. 61Bihor, Oradea",,,,,,,"[""Proctologie""]"
